0.95205,0.45784
0.15040,0.95554
0.72472,0.44847
0.30163,0.11872
0.34509,0.48397
0.83779,0.31798
0.86728,0.61115
0.90285,0.67376
0.68839,0.46096
0.58139,0.67404
0.40570,0.23669
0.38426,0.07083
0.14941,0.00515
0.30183,0.93952
0.50385,0.63082
0.17758,0.20155
0.52545,0.99821
0.82674,0.51071
0.48789,0.36281
0.31256,0.40422
0.01724,0.59442
0.61006,0.79923
0.19795,0.73556
0.83706,0.74094
0.96857,0.21523
0.78594,0.72036
0.55953,0.81978
0.39618,0.31273
0.95384,0.80712
0.39309,0.19773
0.66020,0.02292
0.72549,0.29713
0.30099,0.11125
0.10484,0.27793
0.93483,0.34842
0.07002,0.75659
0.83081,0.98922
0.86063,0.54774
0.95777,0.57612
0.69531,0.77632
0.55658,0.08330
0.09975,0.48643
0.56998,0.38557
0.65730,0.74209
0.62865,0.12015
0.91070,0.89576
0.65897,0.56534
0.84818,0.05618
0.56333,0.30857
0.40060,0.57005
0.77733,0.28732
0.80395,0.72777
0.22667,0.86350
0.48488,0.16392
0.25604,0.84949
0.86974,0.02879
0.76530,0.11678
0.50611,0.57763
0.42131,0.90854
0.39704,0.90768
0.25054,0.07725
0.85986,0.89967
0.32110,0.21573
0.54643,0.95374
0.99454,0.71534
0.11875,0.23647
0.60671,0.28656
0.93486,0.09194
0.20415,0.29329
0.86958,0.02064
0.55678,0.23623
0.59295,0.75211
0.09353,0.14616
0.09543,0.40470
0.94715,0.66807
0.84321,0.05488
0.15066,0.60008
0.46362,0.33842
0.41931,0.05705
0.67309,0.56460
0.10052,0.77734
0.77938,0.09629
0.85805,0.86207
0.66792,0.19731
0.71456,0.57069
0.25751,0.91982
0.15208,0.76853
0.24414,0.68645
0.63384,0.98618
0.75931,0.25590
0.67250,0.09765
0.96748,0.22314
0.99582,0.62478
0.59012,0.68628
0.47682,0.69994
0.28428,0.99998
0.47258,0.44938
0.91236,0.71754
0.28216,0.29068
0.28255,0.34468
0.37944,0.31199
0.53205,0.90653
0.62477,0.76414
0.59206,0.17788
0.34601,0.44323
0.78317,0.62131
0.07347,0.34715
0.45606,0.97729
0.18431,0.17912
0.29862,0.96268
0.05799,0.17951
0.27371,0.08144
0.82505,0.02772
0.44094,0.02165
0.44297,0.90548
0.82407,0.52328
0.18600,0.86042
0.93973,0.37876
0.62907,0.54508
0.79216,0.38064
0.64308,0.94287
0.98373,0.18953
0.31862,0.90810
0.51294,0.47611
0.92702,0.04632
0.31228,0.88087
0.15487,0.26558
0.22540,0.13078
0.33519,0.29362
0.60346,0.25282
0.68662,0.21263
0.27503,0.41510
0.61056,0.36530
0.12820,0.98053
0.79009,0.10488
0.41073,0.28978
0.76515,0.41618
0.56431,0.92966
0.14170,0.84403
0.84673,0.02629
0.35087,0.18322
0.66018,0.15782
0.43614,0.32647
0.90652,0.13144
0.49111,0.00379
0.47913,0.11253
0.64696,0.52205
0.08771,0.80472
0.02377,0.34133
0.38363,0.59164
0.27532,0.32847
0.56696,0.45416
0.27643,0.70849
0.98083,0.53194
0.46868,0.22024
0.75846,0.20288
0.49094,0.92404
0.83831,0.86269
0.95614,0.44327
0.50109,0.12391
0.77205,0.82458
0.73555,0.46027
0.18634,0.57220
0.26359,0.23496
0.61924,0.82294
0.45989,0.68708
0.01765,0.21583
0.89641,0.82394
0.87795,0.13118
0.42340,0.14955
0.43334,0.63086
0.08431,0.77189
0.59174,0.84617
0.13185,0.13549
0.04716,0.39616
0.89907,0.90116
0.88753,0.94752
0.89078,0.54233
0.76539,0.97171
0.78129,0.09793
0.74045,0.15414
0.98938,0.12526
0.93518,0.13065
0.68551,0.87790
0.02343,0.64589
0.81904,0.73788
0.92658,0.60353
0.01625,0.19051
0.05071,0.06298
0.00533,0.90694
0.42807,0.12884
0.63268,0.14944
0.45551,0.22985
0.08612,0.76544
0.23140,0.44145
0.90103,0.05334
0.23198,0.81665
0.58097,0.91637
0.11978,0.29976
0.80089,0.04529
0.65471,0.45700
0.00146,0.67400
0.24001,0.30430
0.98966,0.12758
0.85036,0.85742
0.77062,0.46135
0.05368,0.92074
0.43362,0.87867
0.26424,0.79920
0.96950,0.82611
0.87539,0.19869
0.61296,0.70101
0.86976,0.43372
0.93953,0.73758
0.18446,0.06008
0.09316,0.31293
0.74520,0.48222
0.62172,0.93536
0.96840,0.41063
0.52585,0.04777
0.93225,0.90249
0.73473,0.90489
0.52155,0.26643
0.13606,0.55936
0.73651,0.61923
0.14342,0.60369
0.95944,0.14998
0.94578,0.16718
0.80451,0.53384
0.79145,0.00508
0.11746,0.42956
0.73190,0.10414
0.70600,0.50803
0.79567,0.93556
0.16477,0.00804
0.31586,0.06916
0.13971,0.47738
0.52481,0.78674
0.91854,0.86579
0.19471,0.67704
0.32359,0.41573
0.44835,0.33865
0.12298,0.50256
0.82316,0.12828
0.77373,0.84445
0.83916,0.50305
0.14513,0.89637
0.80895,0.31765
0.66144,0.16461
0.76266,0.65851
0.96504,0.29087
0.45918,0.80487
0.88211,0.32206
0.30251,0.58796
0.75734,0.77631
0.75350,0.97257
0.64662,0.19621
0.32845,0.16512
0.53383,0.00333
0.46154,0.54549
0.54609,0.34689
0.89677,0.78376
0.33594,0.20536
0.79602,0.38784
0.44967,0.98749
0.45762,0.07081
0.08058,0.25184
0.68587,0.59641
0.77648,0.31993
0.86785,0.50017
0.70555,0.30462
0.42238,0.42946
0.68568,0.97975
0.87096,0.07144
0.78288,0.28079
0.21633,0.66286
0.73299,0.61590
0.25210,0.06876
0.15640,0.98255
0.20249,0.75288
0.04875,0.24560
0.33508,0.76269
0.70243,0.64408
0.34312,0.29235
0.73608,0.48504
0.27203,0.57928
0.37231,0.02092
0.40092,0.39651
0.10144,0.79312
0.64918,0.22355
0.78208,0.20514
0.44724,0.07116
0.39732,0.90014
0.31663,0.56399
0.42283,0.16486
0.65998,0.58635
0.17130,0.98259
0.89771,0.29085
0.44361,0.13350
0.44424,0.86958
0.54203,0.82878
0.35295,0.50856
0.45467,0.27140
0.60169,0.96905
0.02126,0.23781
0.05642,0.28733
0.52121,0.41088
0.03486,0.11234
0.90780,0.61921
0.43347,0.93920
0.89353,0.08064
0.12485,0.82112
0.37997,0.25420
0.98614,0.56464
0.26714,0.15883
0.91511,0.02607
0.81105,0.46344
0.49646,0.24419
0.36183,0.60210
0.38869,0.76054
0.69099,0.62736
0.55865,0.57037
0.92690,0.43509
0.13689,0.59949
0.32209,0.02821
0.99417,0.70212
0.78965,0.90225
0.30223,0.39946
0.94092,0.24587
0.23215,0.48975
0.57551,0.63640
0.14719,0.00106
0.25324,0.45752
0.24937,0.33479
0.69845,0.13841
0.80341,0.32431
0.70087,0.86755
0.84853,0.82916
0.77644,0.98109
0.27718,0.02491
0.36311,0.76158
0.48270,0.65120
0.33908,0.29723
0.57130,0.99039
0.15704,0.03090
0.14869,0.95778
0.46690,0.92512
0.26778,0.64233
0.45466,0.60306
0.30535,0.28859
0.28227,0.87573
0.64672,0.89677
0.01385,0.73887
0.45287,0.63563
0.59607,0.40415
0.38710,0.09966
0.08130,0.92483
0.60112,0.53952
0.04719,0.72641
0.10405,0.09153
0.66292,0.78851
0.67698,0.95293
0.74456,0.88473
0.79351,0.07217
0.66538,0.87522
0.48254,0.77795
0.34173,0.32719
0.40608,0.41827
0.11649,0.98584
0.28977,0.83191
0.67191,0.89871
0.29789,0.75586
0.23529,0.42076
0.94103,0.49531
0.86292,0.18358
0.43936,0.27202
0.74286,0.72572
0.56159,0.07866
0.17793,0.28029
0.43652,0.13084
0.72018,0.98182
0.29636,0.16733
0.21377,0.84675
0.61717,0.09186
0.68020,0.44469
0.20797,0.15372
0.75677,0.66241
0.40753,0.36710
0.14243,0.97113
0.24912,0.95831
0.14965,0.34994
0.75041,0.12771
0.62327,0.56653
0.14427,0.28143
0.57295,0.10044
0.77503,0.98457
0.66941,0.80974
0.75951,0.05916
0.89828,0.26696
0.71774,0.11004
0.48406,0.37273
0.54704,0.47452
0.91821,0.21238
0.90821,0.51183
0.67187,0.47724
0.25335,0.45713
0.34532,0.30896
0.12172,0.56575
0.71873,0.31772
0.80428,0.06095
0.59417,0.58477
