0.48334,0.58609
0.67614,0.60519
0.78380,0.84251
0.24849,0.04342
0.92136,0.32439
0.68619,0.40813
0.39400,0.97843
0.84522,0.24998
0.67129,0.30842
0.41923,0.38581
0.68972,0.07342
0.87917,0.76683
0.65418,0.84775
0.72931,0.13141
0.47554,0.74436
0.32982,0.07810
0.72299,0.93334
0.87804,0.19147
0.14138,0.83280
0.11811,0.14541
0.10357,0.19017
0.31794,0.51535
0.89579,0.33583
0.22680,0.60413
0.02649,0.14242
0.65358,0.45581
0.77202,0.67014
0.01621,0.85811
0.80462,0.89291
0.77406,0.61156
0.35896,0.96287
0.53964,0.65492
0.40960,0.56628
0.79311,0.95161
0.30712,0.66922
0.01966,0.94055
0.56180,0.60054
0.81336,0.42123
0.16661,0.26357
0.80955,0.79414
0.11623,0.54108
0.76514,0.28656
0.07119,0.78602
0.97354,0.40102
0.22672,0.74013
0.01795,0.75298
0.05602,0.03232
0.74466,0.41533
0.86740,0.73286
0.55894,0.81505
0.37580,0.90632
0.97721,0.79178
0.02159,0.65055
0.77423,0.69669
0.88352,0.25610
0.76081,0.94047
0.41532,0.40186
0.04652,0.04532
0.52609,0.18798
0.60542,0.72839
0.08909,0.51769
0.35911,0.25979
0.41781,0.81639
0.25271,0.02607
0.58505,0.62767
0.64820,0.21744
0.92476,0.19355
0.73225,0.61397
0.74601,0.03200
0.95354,0.67053
0.12167,0.33881
0.21897,0.88780
0.33081,0.97617
0.37721,0.26203
0.07559,0.48707
0.79772,0.86858
0.46139,0.01040
0.34690,0.18761
0.95643,0.65622
0.42193,0.99154
0.08012,0.77120
0.59002,0.26939
0.26609,0.53560
0.52463,0.77754
0.89920,0.35495
0.65321,0.85494
0.57033,0.86890
0.14931,0.12028
0.13080,0.32924
0.16646,0.62373
0.22483,0.82574
0.60780,0.06574
0.62183,0.92774
0.77987,0.61267
0.48750,0.67253
0.73825,0.58181
0.19392,0.37735
0.75365,0.22751
0.43168,0.96862
0.20682,0.04989
0.73855,0.23472
0.68934,0.76788
0.68286,0.50466
0.04339,0.75496
0.27481,0.35005
0.78212,0.74132
0.34401,0.42863
0.70583,0.68243
0.73674,0.49301
0.42147,0.67278
0.25123,0.44008
0.22938,0.91269
0.99948,0.74742
0.44144,0.51475
0.08004,0.81356
0.03429,0.02464
0.24566,0.70922
0.18076,0.09636
0.72108,0.46805
0.41598,0.94560
0.97797,0.37288
0.40783,0.20507
0.97265,0.58487
0.18537,0.78742
0.05737,0.01258
0.04317,0.75579
0.79298,0.75462
0.56762,0.77033
0.39676,0.90085
0.13431,0.00074
0.80533,0.88494
0.77037,0.17944
